Code_Filiere,Universite,Etablissement,Filiere,Section_Bac,Section_Bac_Nom,Score_2022,Score_2023,Score_2024,Score_2025
13102,Université de Carthage,Institut Supérieur des Langues de Tunis,Licence en Anglais,S,Sciences Expérimentales,130.0157,181.6914,143.5994,128.1895
13102,Université de Carthage,Institut Supérieur des Langues de Tunis,Licence en Anglais,T,Sciences Techniques,128.86,142.1656,164.5767,106.9786
13102,Université de Carthage,Institut Supérieur des Langues de Tunis,Licence en Anglais,I,Sciences Informatiques,119.3174,152.047,122.4134,134.162
13102,Université de Carthage,Institut Supérieur des Langues de Tunis,Licence en Anglais,E,Économie et Gestion,111.5208,92.9885,111.9648,71.3367
13102,Université de Carthage,Institut Supérieur des Langues de Tunis,Licence en Anglais,SP,Sport,92.7118,180.3164,139.2766,142.6364
13103,Université de Carthage,Institut Supérieur des Langues de Tunis,Licence en Français,L,Lettres,72.5977,71.3568,71.055,73.5198
13103,Université de Carthage,Institut Supérieur des Langues de Tunis,Licence en Français,M,Mathématiques,131.8615,119.6474,125.1205,110.1185
13103,Université de Carthage,Institut Supérieur des Langues de Tunis,Licence en Français,S,Sciences Expérimentales,110.9805,142.3207,144.5677,81.3102
13103,Université de Carthage,Institut Supérieur des Langues de Tunis,Licence en Français,T,Sciences Techniques,,,,93.2483
13103,Université de Carthage,Institut Supérieur des Langues de Tunis,Licence en Français,I,Sciences Informatiques,,,,104.2338
13103,Université de Carthage,Institut Supérieur des Langues de Tunis,Licence en Français,E,Économie et Gestion,72.62,84.9741,84.7517,79.2968
13103,Université de Carthage,Institut Supérieur des Langues de Tunis,Licence en Français,SP,Sport,,,,111.371
13311,Université de Tunis El Manar,Faculté des Sciences Économiques et de Gestion de Tunis,Licence en Informatique de Gestion,M,Mathématiques,168.1773,157.565,159.2802,128.875
13311,Université de Tunis El Manar,Faculté des Sciences Économiques et de Gestion de Tunis,Licence en Informatique de Gestion,S,Sciences Expérimentales,165.66,162.0515,149.3025,146.9806
13311,Université de Tunis El Manar,Faculté des Sciences Économiques et de Gestion de Tunis,Licence en Informatique de Gestion,T,Sciences Techniques,171.5478,158.5526,175.0306,177.9196
13311,Université de Tunis El Manar,Faculté des Sciences Économiques et de Gestion de Tunis,Licence en Informatique de Gestion,I,Sciences Informatiques,148.3074,153.1919,153.635,146.4884
13311,Université de Tunis El Manar,Faculté des Sciences Économiques et de Gestion de Tunis,Licence en Informatique de Gestion,E,Économie et Gestion,145.948,141.5503,154.9039,141.565
13312,Université de Tunis El Manar,Faculté des Sciences Économiques et de Gestion de Tunis,Licence en Sciences Économiques,M,Mathématiques,148.5107,140.9939,141.6306,112.136
13312,Université de Tunis El Manar,Faculté des Sciences Économiques et de Gestion de Tunis,Licence en Sciences Économiques,S,Sciences Expérimentales,150.2708,146.1246,136.385,121.7607
13312,Université de Tunis El Manar,Faculté des Sciences Économiques et de Gestion de Tunis,Licence en Sciences Économiques,E,Économie et Gestion,115.025,112.715,120.8512,116.6354
13318,Université de Tunis El Manar,Faculté des Sciences Économiques et de Gestion de Tunis,Licence en Sciences de Gestion,M,Mathématiques,158.9111,109.231,131.2997,98.3223
13318,Université de Tunis El Manar,Faculté des Sciences Économiques et de Gestion de Tunis,Licence en Sciences de Gestion,S,Sciences Expérimentales,156.5517,152.1112,143.1125,132.9315
13318,Université de Tunis El Manar,Faculté des Sciences Économiques et de Gestion de Tunis,Licence en Sciences de Gestion,T,Sciences Techniques,104.7993,160.48,133.4504,155.0002
13318,Université de Tunis El Manar,Faculté des Sciences Économiques et de Gestion de Tunis,Licence en Sciences de Gestion,I,Sciences Informatiques,116.844,129.1597,145.0278,124.976
13318,Université de Tunis El Manar,Faculté des Sciences Économiques et de Gestion de Tunis,Licence en Sciences de Gestion,E,Économie et Gestion,137.855,125.62,142.1281,131.9899
13510,Université de Carthage,Institut Supérieur des Sciences et Technologies de l'Environnement de Borj Cedria,Licence en Sciences de la Terre,M,Mathématiques,,,,107.2196
13510,Université de Carthage,Institut Supérieur des Sciences et Technologies de l'Environnement de Borj Cedria,Licence en Sciences de la Terre,S,Sciences Expérimentales,88.1217,83.8998,84.4383,87.3638
13510,Université de Carthage,Institut Supérieur des Sciences et Technologies de l'Environnement de Borj Cedria,Licence en Sciences de la Terre,T,Sciences Techniques,86.9334,100.2537,89.0002,97.0168
13522,Université de Tunis El Manar,IPEIEM - Institut Préparatoire aux Études d'Ingénieurs d'El Manar,Cycle Préparatoire Scientifique,M,Mathématiques,165.48,170.02,175.295,163.15
13522,Université de Tunis El Manar,IPEIEM - Institut Préparatoire aux Études d'Ingénieurs d'El Manar,Cycle Préparatoire Scientifique,S,Sciences Expérimentales,167.4,158.33,154.335,154.94
13522,Université de Tunis El Manar,IPEIEM - Institut Préparatoire aux Études d'Ingénieurs d'El Manar,Cycle Préparatoire Scientifique,I,Sciences Informatiques,142.19,164.73,178.665,170.91
13523,Université de Carthage,SUP'COM - Institut Supérieur des Technologies de l'Information et de la Communication de Borj Cedria,Licence en Sciences Informatiques,M,Mathématiques,164.6837,168.0221,169.815,
13523,Université de Carthage,SUP'COM - Institut Supérieur des Technologies de l'Information et de la Communication de Borj Cedria,Licence en Sciences Informatiques,S,Sciences Expérimentales,157.2472,167.1875,160.38,151.995
13523,Université de Carthage,SUP'COM - Institut Supérieur des Technologies de l'Information et de la Communication de Borj Cedria,Licence en Sciences Informatiques,T,Sciences Techniques,165.7323,179.0431,182.3013,158.7238
13523,Université de Carthage,SUP'COM - Institut Supérieur des Technologies de l'Information et de la Communication de Borj Cedria,Licence en Sciences Informatiques,I,Sciences Informatiques,171.291,187.8011,188.6731,173.6503
14311,Université de Carthage,IHEC Carthage - Institut des Hautes Études Commerciales de Carthage,Licence en Informatique de Gestion,M,Mathématiques,201.275,176.635,182.1943,163.587
14311,Université de Carthage,IHEC Carthage - Institut des Hautes Études Commerciales de Carthage,Licence en Informatique de Gestion,S,Sciences Expérimentales,191.2946,174.33,172.7087,178.8398
14311,Université de Carthage,IHEC Carthage - Institut des Hautes Études Commerciales de Carthage,Licence en Informatique de Gestion,T,Sciences Techniques,191.2465,192.9585,190.3263,189.27
14311,Université de Carthage,IHEC Carthage - Institut des Hautes Études Commerciales de Carthage,Licence en Informatique de Gestion,I,Sciences Informatiques,182.2371,184.8051,184.2754,175.9562
14311,Université de Carthage,IHEC Carthage - Institut des Hautes Études Commerciales de Carthage,Licence en Informatique de Gestion,E,Économie et Gestion,186.6187,178.7275,187.5,174.965
14312,Université de Carthage,INTES - Institut National du Travail et des Études Sociales de Tunis,Licence en Sciences Économiques,M,Mathématiques,137.4469,118.725,128.2449,
14312,Université de Carthage,INTES - Institut National du Travail et des Études Sociales de Tunis,Licence en Sciences Économiques,S,Sciences Expérimentales,137.035,129.454,136.3394,121.985
14312,Université de Carthage,INTES - Institut National du Travail et des Études Sociales de Tunis,Licence en Sciences Économiques,E,Économie et Gestion,106.3259,110.0388,114.3937,112.7834
14318,Université de Carthage,IHEC Carthage - Institut des Hautes Études Commerciales de Carthage,Licence en Sciences de Gestion,M,Mathématiques,182.756,168.0649,173.55,149.8
14318,Université de Carthage,IHEC Carthage - Institut des Hautes Études Commerciales de Carthage,Licence en Sciences de Gestion,S,Sciences Expérimentales,187.2072,186.4261,166.5295,169.95
14318,Université de Carthage,IHEC Carthage - Institut des Hautes Études Commerciales de Carthage,Licence en Sciences de Gestion,T,Sciences Techniques,186.85,184.74,173.5487,221.3509
14318,Université de Carthage,IHEC Carthage - Institut des Hautes Études Commerciales de Carthage,Licence en Sciences de Gestion,I,Sciences Informatiques,167.44,173.4042,150.0194,162.0194
14318,Université de Carthage,IHEC Carthage - Institut des Hautes Études Commerciales de Carthage,Licence en Sciences de Gestion,E,Économie et Gestion,173.2705,166.265,179.545,178.65
15318,Université de La Manouba,ISCAE - Institut Supérieur de Comptabilité et d'Administration des Entreprises de La Manouba,Licence en Sciences de Gestion,M,Mathématiques,158.788,117.845,138.2173,90.7451
15318,Université de La Manouba,ISCAE - Institut Supérieur de Comptabilité et d'Administration des Entreprises de La Manouba,Licence en Sciences de Gestion,S,Sciences Expérimentales,163.373,164.3627,123.9756,135.4085
15318,Université de La Manouba,ISCAE - Institut Supérieur de Comptabilité et d'Administration des Entreprises de La Manouba,Licence en Sciences de Gestion,T,Sciences Techniques,136.55,154.8,139.7848,149.0671
15318,Université de La Manouba,ISCAE - Institut Supérieur de Comptabilité et d'Administration des Entreprises de La Manouba,Licence en Sciences de Gestion,I,Sciences Informatiques,123.97,130.631,139.0251,134.6595
15318,Université de La Manouba,ISCAE - Institut Supérieur de Comptabilité et d'Administration des Entreprises de La Manouba,Licence en Sciences de Gestion,E,Économie et Gestion,135.88,127.2979,149.675,135.8633
16318,Université de Carthage,INTES - Institut National du Travail et des Études Sociales de Tunis,Licence en Sciences de Gestion,M,Mathématiques,153.1331,113.5484,126.4312,106.8896
16318,Université de Carthage,INTES - Institut National du Travail et des Études Sociales de Tunis,Licence en Sciences de Gestion,S,Sciences Expérimentales,139.1107,137.3506,135.9168,112.7068
16318,Université de Carthage,INTES - Institut National du Travail et des Études Sociales de Tunis,Licence en Sciences de Gestion,T,Sciences Techniques,135.6707,146.875,110.317,142.7755
16318,Université de Carthage,INTES - Institut National du Travail et des Études Sociales de Tunis,Licence en Sciences de Gestion,I,Sciences Informatiques,121.8302,119.8614,122.5525,129.3523
16318,Université de Carthage,INTES - Institut National du Travail et des Études Sociales de Tunis,Licence en Sciences de Gestion,E,Économie et Gestion,118.9947,118.0531,131.7543,113.1276
20311,Université de Carthage,ISG Bizerte - Institut Supérieur de Gestion de Bizerte,Licence en Informatique de Gestion,M,Mathématiques,154.6846,138.325,138.895,114.725
20311,Université de Carthage,ISG Bizerte - Institut Supérieur de Gestion de Bizerte,Licence en Informatique de Gestion,S,Sciences Expérimentales,156.9155,150.715,136.6818,132.985
20311,Université de Carthage,ISG Bizerte - Institut Supérieur de Gestion de Bizerte,Licence en Informatique de Gestion,T,Sciences Techniques,156.2093,160.7622,164.7479,133.51
20311,Université de Carthage,ISG Bizerte - Institut Supérieur de Gestion de Bizerte,Licence en Informatique de Gestion,I,Sciences Informatiques,133.2975,140.295,138.075,131.115
20311,Université de Carthage,ISG Bizerte - Institut Supérieur de Gestion de Bizerte,Licence en Informatique de Gestion,E,Économie et Gestion,141.725,143.1339,147.26,148.935
20312,Université de Carthage,ISG Bizerte - Institut Supérieur de Gestion de Bizerte,Licence en Sciences Économiques,M,Mathématiques,141.7322,97.8333,110.9411,97.8717
20312,Université de Carthage,ISG Bizerte - Institut Supérieur de Gestion de Bizerte,Licence en Sciences Économiques,S,Sciences Expérimentales,132.6319,132.2039,90.4782,124.3768
20312,Université de Carthage,ISG Bizerte - Institut Supérieur de Gestion de Bizerte,Licence en Sciences Économiques,E,Économie et Gestion,104.8262,109.9211,110.815,109.5306
20318,Université de Carthage,ISG Bizerte - Institut Supérieur de Gestion de Bizerte,Licence en Sciences de Gestion,M,Mathématiques,145.71,125.125,116.84,107.79
20318,Université de Carthage,ISG Bizerte - Institut Supérieur de Gestion de Bizerte,Licence en Sciences de Gestion,S,Sciences Expérimentales,141.195,139.43,120.8084,131.2569
20318,Université de Carthage,ISG Bizerte - Institut Supérieur de Gestion de Bizerte,Licence en Sciences de Gestion,T,Sciences Techniques,126.21,128.18,150.435,139.795
20318,Université de Carthage,ISG Bizerte - Institut Supérieur de Gestion de Bizerte,Licence en Sciences de Gestion,I,Sciences Informatiques,118.029,123.0768,115.61,119.86
20318,Université de Carthage,ISG Bizerte - Institut Supérieur de Gestion de Bizerte,Licence en Sciences de Gestion,E,Économie et Gestion,124.8904,119.59,131.63,123.997
20501,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Chimie,M,Mathématiques,85.0201,100.645,96.0732,97.2617
20501,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Chimie,S,Sciences Expérimentales,88.1401,71.4984,73.8198,77.0266
20501,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Chimie,T,Sciences Techniques,113.51,106.4329,104.84,86.6048
20502,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Physique-Chimie,M,Mathématiques,79.3167,95.5966,114.655,
20502,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Physique-Chimie,S,Sciences Expérimentales,88.4552,72.4551,74.7132,79.8569
20502,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Physique-Chimie,T,Sciences Techniques,133.5,162.7363,97.1415,98.75
20503,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Physique,M,Mathématiques,95.7721,90.0635,96.6067,
20503,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Physique,S,Sciences Expérimentales,73.3916,72.587,82.9035,81.0134
20503,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Physique,T,Sciences Techniques,104.7102,91.93,94.7699,88.8835
20504,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Physique et Énergie,M,Mathématiques,91.9466,107.6684,98.6834,80.9967
20504,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Physique et Énergie,S,Sciences Expérimentales,95.4966,79.1333,75.936,80.0883
20504,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Physique et Énergie,T,Sciences Techniques,83.5902,93.3199,95.2503,94.5985
20507,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Mathématiques,M,Mathématiques,77.1182,74.9449,79.215,
20507,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Mathématiques,S,Sciences Expérimentales,93.9993,86.2698,82.1899,76.3382
20507,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Mathématiques,T,Sciences Techniques,119.85,112.795,122.34,110.145
20507,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Mathématiques,I,Sciences Informatiques,123.725,153.0849,105.775,123.6064
20509,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Sciences de la Vie,S,Sciences Expérimentales,103.2319,108.79,107.995,106.4704
20510,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Sciences de la Terre,M,Mathématiques,,,,111.2409
20510,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Sciences de la Terre,S,Sciences Expérimentales,76.3985,73.5867,79.302,77.4499
20510,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Sciences de la Terre,T,Sciences Techniques,91.325,93.0501,87.3883,92.3484
20512,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Biologie de l'Environnement,S,Sciences Expérimentales,75.8316,84.4898,77.7835,80.7976
20513,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Sciences de la Vie et de la Terre,M,Mathématiques,,,,97.245
20513,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Sciences de la Vie et de la Terre,S,Sciences Expérimentales,109.5332,111.125,113.3181,110.4454
20518,Université de Carthage,Faculté des Sciences de Bizerte,Cycle Préparatoire Intégré,M,Mathématiques,158.085,166.3583,174.04,161.9
20518,Université de Carthage,Faculté des Sciences de Bizerte,Cycle Préparatoire Intégré,S,Sciences Expérimentales,170.1267,168.5933,167.135,166.3483
20518,Université de Carthage,Faculté des Sciences de Bizerte,Cycle Préparatoire Intégré,T,Sciences Techniques,168.995,174.4467,172.4333,163.86
20518,Université de Carthage,Faculté des Sciences de Bizerte,Cycle Préparatoire Intégré,I,Sciences Informatiques,173.9417,182.8483,182.5333,177.8817
20522,Université de Carthage,IPEIB - Institut Préparatoire aux Études d'Ingénieurs de Bizerte,Cycle Préparatoire Scientifique,M,Mathématiques,141.24,146.015,147.435,88.3
20522,Université de Carthage,IPEIB - Institut Préparatoire aux Études d'Ingénieurs de Bizerte,Cycle Préparatoire Scientifique,S,Sciences Expérimentales,127.53,126.805,118.845,111.455
20522,Université de Carthage,IPEIB - Institut Préparatoire aux Études d'Ingénieurs de Bizerte,Cycle Préparatoire Scientifique,I,Sciences Informatiques,93.7417,132.98,148.16,150.115
20523,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Sciences Informatiques,M,Mathématiques,150.0,153.765,152.91,
20523,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Sciences Informatiques,S,Sciences Expérimentales,139.875,143.83,141.485,138.9449
20523,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Sciences Informatiques,T,Sciences Techniques,155.795,171.415,163.8,168.3
20523,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Sciences Informatiques,I,Sciences Informatiques,150.285,168.675,169.52,154.57
20524,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Ingénierie des Systèmes Informatiques,M,Mathématiques,142.435,145.685,143.64,
20524,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Ingénierie des Systèmes Informatiques,S,Sciences Expérimentales,128.3358,137.2,126.645,123.615
20524,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Ingénierie des Systèmes Informatiques,T,Sciences Techniques,150.0996,179.4765,161.6342,147.6975
20524,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Ingénierie des Systèmes Informatiques,I,Sciences Informatiques,132.0125,144.705,147.115,138.4259
20546,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Biotechnologie,M,Mathématiques,113.97,122.9001,116.35,
20546,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Biotechnologie,S,Sciences Expérimentales,103.0554,107.3033,103.0661,99.2318
20573,Université de Carthage,Faculté des Sciences de Bizerte,Licence en TIC,M,Mathématiques,120.0575,137.5183,133.2833,115.7583
20573,Université de Carthage,Faculté des Sciences de Bizerte,Licence en TIC,S,Sciences Expérimentales,118.364,125.1483,119.4887,110.1267
20573,Université de Carthage,Faculté des Sciences de Bizerte,Licence en TIC,T,Sciences Techniques,135.68,151.6636,125.9767,131.48
20573,Université de Carthage,Faculté des Sciences de Bizerte,Licence en TIC,I,Sciences Informatiques,112.2167,127.0567,128.1058,123.6
20603,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Génie Énergétique,M,Mathématiques,114.4472,125.2117,110.0833,100.6272
20603,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Génie Énergétique,S,Sciences Expérimentales,89.1209,99.6616,98.549,90.7158
20603,Université de Carthage,Faculté des Sciences de Bizerte,Licence en Génie Énergétique,T,Sciences Techniques,110.1405,116.5033,112.0083,103.9095
20629,Université de Carthage,Faculté des Sciences de Bizerte,"Licence en Électronique, Électrotechnique et Automatique",M,Mathématiques,116.2983,120.635,119.85,98.3183
20629,Université de Carthage,Faculté des Sciences de Bizerte,"Licence en Électronique, Électrotechnique et Automatique",S,Sciences Expérimentales,106.5774,110.7772,106.715,99.2779
20629,Université de Carthage,Faculté des Sciences de Bizerte,"Licence en Électronique, Électrotechnique et Automatique",T,Sciences Techniques,117.4633,126.1183,125.16,108.1538
20629,Université de Carthage,Faculté des Sciences de Bizerte,"Licence en Électronique, Électrotechnique et Automatique",I,Sciences Informatiques,120.27,124.6497,118.4597,130.015
20832,Université de Carthage,IPEIB - Institut Préparatoire aux Études d'Ingénieurs de Bizerte,Cycle Préparatoire : Biologie-Géologie,M,Mathématiques,118.415,129.2417,133.005,100.265
20832,Université de Carthage,IPEIB - Institut Préparatoire aux Études d'Ingénieurs de Bizerte,Cycle Préparatoire : Biologie-Géologie,S,Sciences Expérimentales,104.9883,110.4805,109.3417,103.7222
20844,Université de Carthage,ESA Mograne - École Supérieure d'Agriculture de Mograne,Licence en Sciences Agronomiques,M,Mathématiques,112.21,93.445,98.7126,102.2218
20844,Université de Carthage,ESA Mograne - École Supérieure d'Agriculture de Mograne,Licence en Sciences Agronomiques,S,Sciences Expérimentales,95.7785,95.7586,92.9313,76.1035
20844,Université de Carthage,ESA Mograne - École Supérieure d'Agriculture de Mograne,Licence en Sciences Agronomiques,T,Sciences Techniques,102.8484,123.96,135.1089,134.525
20846,Université de Carthage,ISSMB - Institut Supérieur des Sciences de la Mer de Bizerte,Licence en Sciences de la Mer,M,Mathématiques,,,,99.42
20846,Université de Carthage,ISSMB - Institut Supérieur des Sciences de la Mer de Bizerte,Licence en Sciences de la Mer (Femmes),S,Sciences Expérimentales,77.3666,82.71,85.41,80.6234
20846,Université de Carthage,ISSMB - Institut Supérieur des Sciences de la Mer de Bizerte,Licence en Sciences de la Mer (Femmes),T,Sciences Techniques,77.5102,86.97,83.4117,61.0716
21391,Université de Gabès,ISET Bizerte - Institut Supérieur des Études Technologiques de Bizerte,Licence en Administration des Affaires,M,Mathématiques,142.87,135.52,155.99,126.1316
21391,Université de Gabès,ISET Bizerte - Institut Supérieur des Études Technologiques de Bizerte,Licence en Administration des Affaires,S,Sciences Expérimentales,132.72,135.767,124.86,129.175
21391,Université de Gabès,ISET Bizerte - Institut Supérieur des Études Technologiques de Bizerte,Licence en Administration des Affaires,T,Sciences Techniques,127.75,125.425,136.9,142.0265
21391,Université de Gabès,ISET Bizerte - Institut Supérieur des Études Technologiques de Bizerte,Licence en Administration des Affaires,I,Sciences Informatiques,131.5,113.1686,145.4933,128.675
21391,Université de Gabès,ISET Bizerte - Institut Supérieur des Études Technologiques de Bizerte,Licence en Administration des Affaires,E,Économie et Gestion,107.7383,110.2635,118.1013,111.1784
21394,Université de Gabès,ISET Bizerte - Institut Supérieur des Études Technologiques de Bizerte,Licence en Comptabilité et Finance,M,Mathématiques,140.2877,113.415,116.3698,101.59
21394,Université de Gabès,ISET Bizerte - Institut Supérieur des Études Technologiques de Bizerte,Licence en Comptabilité et Finance,S,Sciences Expérimentales,130.8343,118.475,128.7959,120.573
21394,Université de Gabès,ISET Bizerte - Institut Supérieur des Études Technologiques de Bizerte,Licence en Comptabilité et Finance,T,Sciences Techniques,116.3186,120.161,125.93,120.5248
21394,Université de Gabès,ISET Bizerte - Institut Supérieur des Études Technologiques de Bizerte,Licence en Comptabilité et Finance,I,Sciences Informatiques,112.2975,124.455,118.0371,120.835
21394,Université de Gabès,ISET Bizerte - Institut Supérieur des Études Technologiques de Bizerte,Licence en Comptabilité et Finance,E,Économie et Gestion,114.062,111.325,120.0808,114.5489
21396,Université de Gabès,ISET Bizerte - Institut Supérieur des Études Technologiques de Bizerte,Licence en Commerce et Distribution,M,Mathématiques,135.1036,126.165,135.455,
21396,Université de Gabès,ISET Bizerte - Institut Supérieur des Études Technologiques de Bizerte,Licence en Commerce et Distribution,S,Sciences Expérimentales,120.38,126.775,119.875,131.5993
21396,Université de Gabès,ISET Bizerte - Institut Supérieur des Études Technologiques de Bizerte,Licence en Commerce et Distribution,T,Sciences Techniques,127.425,129.882,147.6814,112.9653
21396,Université de Gabès,ISET Bizerte - Institut Supérieur des Études Technologiques de Bizerte,Licence en Commerce et Distribution,I,Sciences Informatiques,111.26,116.91,123.815,127.89
21396,Université de Gabès,ISET Bizerte - Institut Supérieur des Études Technologiques de Bizerte,Licence en Commerce et Distribution,E,Économie et Gestion,117.272,111.51,118.2029,109.6001
21523,Université de Carthage,ISSAT Mateur - Institut Supérieur des Sciences Appliquées et de Technologie de Mateur,Licence en Sciences Informatiques,M,Mathématiques,141.5503,143.185,142.3528,
21523,Université de Carthage,ISSAT Mateur - Institut Supérieur des Sciences Appliquées et de Technologie de Mateur,Licence en Sciences Informatiques,S,Sciences Expérimentales,128.1165,138.765,131.42,129.14
21523,Université de Carthage,ISSAT Mateur - Institut Supérieur des Sciences Appliquées et de Technologie de Mateur,Licence en Sciences Informatiques,T,Sciences Techniques,153.995,158.0497,155.83,148.13
21523,Université de Carthage,ISSAT Mateur - Institut Supérieur des Sciences Appliquées et de Technologie de Mateur,Licence en Sciences Informatiques,I,Sciences Informatiques,136.4678,150.465,157.735,143.8134
21524,Université de Carthage,ISSAT Mateur - Institut Supérieur des Sciences Appliquées et de Technologie de Mateur,Licence en Ingénierie des Systèmes Informatiques,M,Mathématiques,132.78,139.255,135.7456,
21524,Université de Carthage,ISSAT Mateur - Institut Supérieur des Sciences Appliquées et de Technologie de Mateur,Licence en Ingénierie des Systèmes Informatiques,S,Sciences Expérimentales,121.905,131.4549,123.035,118.325
21524,Université de Carthage,ISSAT Mateur - Institut Supérieur des Sciences Appliquées et de Technologie de Mateur,Licence en Ingénierie des Systèmes Informatiques,T,Sciences Techniques,141.8071,154.845,160.0078,76.7186
21524,Université de Carthage,ISSAT Mateur - Institut Supérieur des Sciences Appliquées et de Technologie de Mateur,Licence en Ingénierie des Systèmes Informatiques,I,Sciences Informatiques,121.4611,132.38,138.2975,130.69
21566,Université de Gabès,ISET Bizerte - Institut Supérieur des Études Technologiques de Bizerte,Licence en Technologies de l'Informatique,M,Mathématiques,144.925,146.62,145.7608,
21566,Université de Gabès,ISET Bizerte - Institut Supérieur des Études Technologiques de Bizerte,Licence en Technologies de l'Informatique,S,Sciences Expérimentales,129.1,135.9,129.16,123.485
21566,Université de Gabès,ISET Bizerte - Institut Supérieur des Études Technologiques de Bizerte,Licence en Technologies de l'Informatique,T,Sciences Techniques,144.79,151.8651,150.275,139.515
21566,Université de Gabès,ISET Bizerte - Institut Supérieur des Études Technologiques de Bizerte,Licence en Technologies de l'Informatique,I,Sciences Informatiques,139.255,146.045,148.695,141.84
21566,Université de Gabès,ISET Bizerte - Institut Supérieur des Études Technologiques de Bizerte,Licence en Technologies de l'Informatique,E,Économie et Gestion,117.875,119.82,129.505,116.785
21570,Université de Gabès,ISET Bizerte - Institut Supérieur des Études Technologiques de Bizerte,Licence en Génie Mécanique,M,Mathématiques,121.9586,124.32,140.315,142.9734
21570,Université de Gabès,ISET Bizerte - Institut Supérieur des Études Technologiques de Bizerte,Licence en Génie Mécanique,S,Sciences Expérimentales,117.91,117.09,116.925,114.6132
21570,Université de Gabès,ISET Bizerte - Institut Supérieur des Études Technologiques de Bizerte,Licence en Génie Mécanique,T,Sciences Techniques,119.5783,128.215,126.1467,113.9783
21570,Université de Gabès,ISET Bizerte - Institut Supérieur des Études Technologiques de Bizerte,Licence en Génie Mécanique,I,Sciences Informatiques,112.5694,115.785,116.575,129.13
21571,Université de Gabès,ISET Bizerte - Institut Supérieur des Études Technologiques de Bizerte,Licence en Génie Électrique,M,Mathématiques,126.4,134.9431,140.0256,
21571,Université de Gabès,ISET Bizerte - Institut Supérieur des Études Technologiques de Bizerte,Licence en Génie Électrique,S,Sciences Expérimentales,113.3897,116.56,118.3795,115.935
21571,Université de Gabès,ISET Bizerte - Institut Supérieur des Études Technologiques de Bizerte,Licence en Génie Électrique,T,Sciences Techniques,117.64,124.5587,124.985,112.79
21571,Université de Gabès,ISET Bizerte - Institut Supérieur des Études Technologiques de Bizerte,Licence en Génie Électrique,I,Sciences Informatiques,119.9096,123.63,124.1842,123.46
21573,Université de Carthage,ISSAT Mateur - Institut Supérieur des Sciences Appliquées et de Technologie de Mateur,Licence en TIC,M,Mathématiques,113.3272,128.8383,124.145,
21573,Université de Carthage,ISSAT Mateur - Institut Supérieur des Sciences Appliquées et de Technologie de Mateur,Licence en TIC,S,Sciences Expérimentales,115.7078,121.065,116.6567,90.926
21573,Université de Carthage,ISSAT Mateur - Institut Supérieur des Sciences Appliquées et de Technologie de Mateur,Licence en TIC,T,Sciences Techniques,135.5779,140.8317,136.4817,114.04
21573,Université de Carthage,ISSAT Mateur - Institut Supérieur des Sciences Appliquées et de Technologie de Mateur,Licence en TIC,I,Sciences Informatiques,109.3291,119.0517,120.1133,117.3833
21597,Université de Gabès,ISET Bizerte - Institut Supérieur des Études Technologiques de Bizerte,Licence en Génie des Procédés,M,Mathématiques,113.4896,101.3897,102.4649,
21597,Université de Gabès,ISET Bizerte - Institut Supérieur des Études Technologiques de Bizerte,Licence en Génie des Procédés,S,Sciences Expérimentales,95.8,96.5156,102.6685,91.6069
21597,Université de Gabès,ISET Bizerte - Institut Supérieur des Études Technologiques de Bizerte,Licence en Génie des Procédés,T,Sciences Techniques,99.1215,117.791,127.6564,108.395
